region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,337.26855488111005,hu207,12,4.878461542916539,3.1710000046384663,SW,September
8.0,0.65,279486.538544374,181666.250153673,203.44749972530002,279.4865385444,181.6662501537,0.6500000004,1536.4456389028346,hu207,12,22.224102584397567,14.445666687797457,GW,September
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,107.16080361549243,hu207,1,1.8174532045471539,1.27221724383212,SW,October
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,488.1769942483544,hu207,1,8.279509042937034,5.7956563330129915,GW,October
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,6.99967717589467,hu207,2,0.11871491520138394,0.08310044068336837,SW,November
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,31.887418245742385,hu207,2,0.5408123914729712,0.3785686742242337,GW,November
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,2.2429904762535404,hu207,3,0.03804124354519486,0.026628870495223018,SW,December
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,10.218067725155018,hu207,3,0.17329899837255436,0.12130929892268263,GW,December
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,0.6574282430398308,hu207,4,0.01115001965979849,0.0078050137658412285,SW,January
8.0,0.7,279486.538544374,195640.577080892,203.43784304029998,279.4865385444,195.6405770809,0.7000000004,2.9949508849592292,hu207,4,0.05079453400574868,0.035556173822165596,GW,January
